@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44}

@data
2253,'2020/10/15 22:00:07:909',2292,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,9
2254,'2020/10/15 22:00:08:464',2293,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,10
2255,'2020/10/15 22:00:09:306',2294,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,11
2256,'2020/10/15 22:00:09:808',2295,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,12
2257,'2020/10/15 22:00:10:715',2296,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,13
2258,'2020/10/15 22:00:11:291',2297,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,14
2259,'2020/10/15 22:00:12:176',2298,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,15
2260,'2020/10/15 22:00:13:114',2299,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,16
2261,'2020/10/15 22:00:13:626',2300,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,17
2262,'2020/10/15 22:00:14:458',2301,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,18
2263,'2020/10/15 22:00:15:301',2302,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,19
2264,'2020/10/15 22:00:16:197',2303,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,20
2265,'2020/10/15 22:00:16:975',2304,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,21
2266,'2020/10/15 22:00:17:797',2305,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,22
2267,'2020/10/15 22:00:18:416',2306,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,23
2268,'2020/10/15 22:00:19:013',2307,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,24
2269,'2020/10/15 22:00:19:728',2308,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,25
2270,'2020/10/15 22:00:20:581',2309,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,26
2271,'2020/10/15 22:00:21:370',2310,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,27
2272,'2020/10/15 22:00:22:277',2311,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,28
2273,'2020/10/15 22:00:23:163',2312,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,29
2274,'2020/10/15 22:00:24:004',2313,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,30
2275,'2020/10/15 22:00:24:858',2314,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,31
2276,'2020/10/15 22:00:25:679',2315,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,32
2277,'2020/10/15 22:00:26:266',2316,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,33
2278,'2020/10/15 22:00:27:066',2317,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,34
2279,'2020/10/15 22:00:27:631',2318,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,35
2280,'2020/10/15 22:00:28:389',2319,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,36
2281,'2020/10/15 22:00:28:986',2320,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,37
2282,'2020/10/15 22:00:29:562',2321,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,38
2283,'2020/10/15 22:00:30:309',2322,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,39
2284,'2020/10/15 22:00:31:087',2323,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,40
2285,'2020/10/15 22:00:31:716',2324,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,41
2286,'2020/10/15 22:00:32:346',2325,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,42
2287,'2020/10/15 22:00:33:178',2326,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,43
2288,'2020/10/15 22:00:33:807',2327,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,44
2289,'2020/10/15 22:00:34:383',2328,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,1
2290,'2020/10/15 22:00:35:087',2329,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,2
2291,'2020/10/15 22:00:35:642',2330,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,3
2292,'2020/10/15 22:00:36:559',2331,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,4
2293,'2020/10/15 22:00:37:124',2332,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,5
2294,'2020/10/15 22:00:38:106',2333,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,6
2295,'2020/10/15 22:00:39:130',2334,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,7
2296,'2020/10/15 22:00:39:716',2335,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,8
2297,'2020/10/15 22:00:40:281',2336,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,9
2298,'2020/10/15 22:00:40:836',2337,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,10
2299,'2020/10/15 22:00:41:679',2338,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,11
2300,'2020/10/15 22:00:42:180',2339,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,12
2301,'2020/10/15 22:00:43:098',2340,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,13
2302,'2020/10/15 22:00:43:674',2341,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,14
2303,'2020/10/15 22:00:44:570',2342,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,15
2304,'2020/10/15 22:00:45:508',2343,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,16
2305,'2020/10/15 22:00:46:020',2344,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,17
2306,'2020/10/15 22:00:46:852',2345,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,18
2307,'2020/10/15 22:00:47:706',2346,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,19
2308,'2020/10/15 22:00:48:601',2347,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,20
2309,'2020/10/15 22:00:49:380',2348,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,21
2310,'2020/10/15 22:00:50:201',2349,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,22
2311,'2020/10/15 22:00:50:820',2350,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,23
2312,'2020/10/15 22:00:51:418',2351,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,24
2313,'2020/10/15 22:00:52:132',2352,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,25
2314,'2020/10/15 22:00:52:985',2353,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,26
2315,'2020/10/15 22:00:53:775',2354,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,27
2316,'2020/10/15 22:00:54:681',2355,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,28
2317,'2020/10/15 22:00:55:578',2356,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,29
2318,'2020/10/15 22:00:56:420',2357,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,30
2319,'2020/10/15 22:00:57:284',2358,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,31
2320,'2020/10/15 22:00:58:105',2359,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,32
2321,'2020/10/15 22:00:58:692',2360,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,33
2322,'2020/10/15 22:00:59:492',2361,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,34
2323,'2020/10/15 22:01:00:057',2362,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,35
2324,'2020/10/15 22:01:00:815',2363,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,36
2325,'2020/10/15 22:01:01:412',2364,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,37
2326,'2020/10/15 22:01:01:988',2365,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,38
2327,'2020/10/15 22:01:02:734',2366,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,39
2328,'2020/10/15 22:01:03:513',2367,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,40
2329,'2020/10/15 22:01:04:143',2368,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,41
2330,'2020/10/15 22:01:04:772',2369,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,42
2331,'2020/10/15 22:01:05:604',2370,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,43
2332,'2020/10/15 22:01:06:233',2371,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,44
2333,'2020/10/15 22:01:06:810',2372,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,1
2334,'2020/10/15 22:01:07:524',2373,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,2
2335,'2020/10/15 22:01:08:068',2374,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,3
2336,'2020/10/15 22:01:08:985',2375,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,4
2337,'2020/10/15 22:01:09:550',2376,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,5
2338,'2020/10/15 22:01:10:532',2377,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,6
2339,'2020/10/15 22:01:11:555',2378,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,7
2340,'2020/10/15 22:01:12:142',2379,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,8
2341,'2020/10/15 22:01:12:708',2380,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,9
2342,'2020/10/15 22:01:13:262',2381,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,10
2343,'2020/10/15 22:01:14:105',2382,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,11
2344,'2020/10/15 22:01:14:606',2383,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,12
2345,'2020/10/15 22:01:15:524',2384,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,13
2346,'2020/10/15 22:01:16:100',2385,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,14
2347,'2020/10/15 22:01:16:995',2386,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,15
2348,'2020/10/15 22:01:17:945',2387,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,16
2349,'2020/10/15 22:01:18:457',2388,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,17
2350,'2020/10/15 22:01:19:289',2389,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,18
2351,'2020/10/15 22:01:20:143',2390,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,19
2352,'2020/10/15 22:01:21:038',2391,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,20
2353,'2020/10/15 22:01:21:817',2392,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,21
2354,'2020/10/15 22:01:22:649',2393,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,22
2355,'2020/10/15 22:01:23:267',2394,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,23
2356,'2020/10/15 22:01:23:865',2395,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,24
2357,'2020/10/15 22:01:24:579',2396,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,25
2358,'2020/10/15 22:01:25:433',2397,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,26
2359,'2020/10/15 22:01:26:222',2398,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,27
2360,'2020/10/15 22:01:27:129',2399,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,28
2361,'2020/10/15 22:01:28:025',2400,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,29
2362,'2020/10/15 22:01:28:867',2401,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,30
2363,'2020/10/15 22:01:29:731',2402,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,31
2364,'2020/10/15 22:01:30:552',2403,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,32
2365,'2020/10/15 22:01:31:139',2404,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,33
2366,'2020/10/15 22:01:31:939',2405,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,34
2367,'2020/10/15 22:01:32:505',2406,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,35
2368,'2020/10/15 22:01:33:262',2407,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,36
2369,'2020/10/15 22:01:33:859',2408,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,37
2370,'2020/10/15 22:01:34:435',2409,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,38
2371,'2020/10/15 22:01:35:182',2410,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,39
2372,'2020/10/15 22:01:35:960',2411,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,40
2373,'2020/10/15 22:01:36:590',2412,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,41
2374,'2020/10/15 22:01:37:219',2413,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,42
2375,'2020/10/15 22:01:38:051',2414,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,43
2376,'2020/10/15 22:01:38:680',2415,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,44
2377,'2020/10/15 22:01:39:257',2416,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,1
2378,'2020/10/15 22:01:39:972',2417,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,2
2379,'2020/10/15 22:01:40:515',2418,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,3
2380,'2020/10/15 22:01:41:443',2419,44.246777,-38.026905,8.344775,883.721985,-192.878159,111.447632,-23.472876,72.564903,-19.413443,-30.866199,48.219482,-12.252445,0.182149,5.609585,-1.54897,4
