@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44}

@data
708,'2020/10/15 21:41:32:103',747,4.357541,1.067192,-0.01156,1937.667358,99.531677,0.366812,6.004711,-0.048959,-0.006382,6.391864,-0.451789,0.017669,1.36719,-0.015648,-0.001869,4
709,'2020/10/15 21:41:32:647',748,16.026686,3.122328,-0.468368,3660.150635,390.487976,-48.774754,2.418169,-0.280478,0.038167,1.982025,0.888849,-0.089798,0.257139,-0.092995,0.011438,5
710,'2020/10/15 21:41:33:596',749,11.92407,-0.054532,0.008295,2013.295898,351.408417,-5.982264,4.230382,-0.096583,0.001553,3.682937,0.02411,-0.002554,1.611285,-0.213316,0.003928,6
711,'2020/10/15 21:41:34:600',750,12.258605,-0.15661,0.021508,8306.216797,-506.808044,12.903525,3.068553,0.11514,-0.003994,2.390223,0.120157,-0.002167,-2.188892,0.332093,-0.008177,7
712,'2020/10/15 21:41:35:154',751,16.159002,3.054948,-0.464323,3403.161621,266.224976,-35.390701,4.895302,-0.777607,0.093168,4.822436,-0.405451,0.030632,1.332789,-0.182125,0.021707,8
713,'2020/10/15 21:41:35:687',752,8.308593,3.153265,-0.380944,2619.470703,-309.079376,16.586847,-1.598275,4.787304,-0.332665,7.290754,-0.233466,0.011479,0.55064,0.599243,-0.039731,9
714,'2020/10/15 21:41:36:210',753,-2.701867,9.344176,-0.971524,1841.278687,114.063835,-25.540401,9.044657,-1.84224,0.393866,-0.061272,1.890422,-0.180567,1.959114,-0.19658,0.043266,10
715,'2020/10/15 21:41:37:021',754,8.799139,-0.080565,0.021052,1542.200928,-107.256821,5.070827,11.86261,1.695141,-0.098177,3.762728,0.263078,-0.007964,2.189376,0.242133,-0.012628,11
716,'2020/10/15 21:41:37:490',755,16.255405,-0.713308,0.056432,1412.411743,-51.40992,2.027538,6.834445,0.541396,-0.018005,5.339077,0.913548,-0.128251,2.020445,0.097892,-0.003899,12
717,'2020/10/15 21:41:38:375',756,4.421294,0.418626,0.007285,1886.18396,-108.37532,4.625633,7.540042,1.290485,-0.065922,1.689432,0.410067,-0.009325,1.767202,0.188643,-0.009148,13
718,'2020/10/15 21:41:38:919',757,13.052599,2.931487,-0.407125,2174.229736,-300.680634,35.81419,5.530354,-0.118669,0.018434,5.347894,0.989192,-0.134782,1.399583,0.139558,-0.015628,14
719,'2020/10/15 21:41:39:783',758,15.615481,-0.991849,0.049329,5284.287598,-631.40802,24.991936,-1.964341,3.408455,-0.152528,2.938951,0.199438,-0.001455,-0.444322,0.559248,-0.024586,15
720,'2020/10/15 21:41:40:701',759,15.569359,-0.650854,0.037275,4381.643555,-272.908386,8.311339,0.467181,0.520188,-0.017044,7.028743,-0.257701,0.009456,-0.45668,0.228075,-0.007001,16
721,'2020/10/15 21:41:41:191',760,18.436937,-0.008938,-0.053732,2206.655518,217.155746,-25.646103,4.459436,-0.481063,0.042044,6.278757,-0.039022,0.006525,1.410949,-0.162978,0.015073,17
722,'2020/10/15 21:41:41:992',761,5.87996,0.168382,0.006353,1723.255249,-78.66111,1.587125,3.838545,2.911083,-0.089274,2.376108,0.329072,-0.006951,1.482085,0.30485,-0.008862,18
723,'2020/10/15 21:41:42:813',762,12.032628,-0.850418,0.041857,734.210815,-7.598452,0.317084,39.455723,-0.936828,0.040496,6.229507,-0.232332,0.01296,4.943979,-0.029343,0.001287,19
724,'2020/10/15 21:41:43:687',763,10.39855,-0.374931,0.021841,617.166504,39.621552,-1.52127,46.731144,-2.631389,0.099332,5.841487,-0.006624,0.002206,5.543964,-0.222384,0.008169,20
725,'2020/10/15 21:41:44:434',764,13.571705,-1.523335,0.092253,616.158447,26.69706,-0.735721,33.972328,1.489042,-0.060706,6.708098,-0.182377,0.008235,4.624752,0.073834,-0.004085,21
726,'2020/10/15 21:41:45:234',765,13.866721,-1.238116,0.066317,569.14917,92.906334,-3.443135,54.295296,-5.110961,0.148032,6.156732,-0.364079,0.021629,5.756674,-0.388199,0.011515,22
727,'2020/10/15 21:41:45:831',766,12.434966,-0.530872,-0.027612,1033.469971,-39.33334,3.042742,15.868612,-0.972944,0.196938,7.887693,-0.52369,0.026367,3.047025,-0.042491,0.013301,23
728,'2020/10/15 21:41:46:407',767,2.035432,3.287694,-0.315878,601.19043,-26.42865,8.769172,42.809563,5.257217,-0.855206,8.065317,-0.574539,0.016073,5.364049,0.15154,-0.044039,24
729,'2020/10/15 21:41:47:089',768,8.423356,-0.130399,0.015759,1197.58667,0.69884,1.424013,9.368114,0.775769,-0.058061,7.456762,-0.686514,0.039885,2.239031,0.056366,-0.004859,25
730,'2020/10/15 21:41:47:921',769,14.454786,-0.964727,0.038631,1150.926147,-5.272503,-0.062576,17.270617,1.098987,-0.04187,6.172403,-0.409864,0.024157,3.083058,0.039844,-0.001484,26
731,'2020/10/15 21:41:48:679',770,9.367785,-0.806507,0.054158,1151.44751,-7.548931,-0.689754,20.606155,1.544801,-0.064466,5.019382,-0.163588,0.012781,3.310224,0.095175,-0.004135,27
732,'2020/10/15 21:41:49:554',771,10.707493,-0.371101,0.025791,529.483643,119.589439,-4.094025,47.32827,-3.730933,0.153989,8.470722,-0.542467,0.02079,5.010258,-0.279451,0.011463,28
733,'2020/10/15 21:41:50:418',772,10.473579,-0.496245,0.029359,745.293274,34.491367,-1.381435,75.571091,-4.616147,0.130795,6.567187,-0.29063,0.01665,6.647888,-0.275141,0.007755,29
734,'2020/10/15 21:41:51:229',773,6.718249,0.030252,0.013612,415.713379,61.466522,-0.886877,58.517357,-3.196001,0.050043,7.712237,-0.488538,0.02237,5.736949,-0.180342,0.001105,30
735,'2020/10/15 21:41:52:060',774,5.412991,-0.020965,0.02344,942.974731,29.684183,-0.8476,5.322187,2.558406,-0.042913,6.543979,-0.454035,0.023705,2.347167,0.128076,-0.001227,31
736,'2020/10/15 21:41:52:849',775,11.8633,-1.338178,0.072468,1090.3927,-8.426331,-0.54247,10.760076,2.564434,0.002279,6.330881,-0.473585,0.027877,2.686139,0.124834,0.00129,32
737,'2020/10/15 21:41:53:404',776,10.341264,-0.073064,-0.066144,990.138611,-52.508503,3.603943,15.454093,1.869987,-0.041418,6.507512,0.093441,-0.034442,2.725008,0.279284,-0.017091,33
738,'2020/10/15 21:41:54:183',777,17.605743,-1.31349,0.058966,1756.100342,-122.088615,5.70333,3.827026,2.571568,-0.121798,5.469764,-0.052698,0.006896,1.572922,0.278797,-0.014015,34
739,'2020/10/15 21:41:54:726',778,9.645079,0.349801,-0.126211,1360.550415,24.157131,-3.472663,10.74573,-0.878938,0.090047,6.829965,-0.09853,-0.024387,2.152264,-0.092136,0.011065,35
740,'2020/10/15 21:41:55:452',779,12.521138,-0.589766,0.040315,1301.917114,-74.489769,4.925786,7.570549,4.326179,-0.260958,5.553642,-0.065189,0.006687,2.128433,0.354952,-0.022937,36
741,'2020/10/15 21:41:56:027',780,10.624678,-0.065822,-0.065757,1726.432861,-284.991119,22.174829,-1.051283,6.813585,-0.491597,8.886398,-1.745837,0.170063,0.75228,0.763642,-0.054584,37
742,'2020/10/15 21:41:56:572',781,14.088194,1.487669,-0.282166,1868.178101,-258.833008,21.302454,-1.899126,9.42712,-0.87622,5.502838,-0.379708,0.061091,0.84514,1.009748,-0.094517,38
743,'2020/10/15 21:41:57:286',782,13.748173,-1.1528,0.070599,1490.439941,-63.166447,1.952513,16.424036,-0.587959,0.122179,5.890045,-0.441169,0.028096,2.619177,-0.003276,0.006749,39
744,'2020/10/15 21:41:58:032',783,16.406042,-1.709476,0.082218,904.249756,3.732343,-0.679288,38.560741,-1.402848,0.205238,10.780069,-1.352934,0.06318,4.356042,-0.052783,0.008993,40
745,'2020/10/15 21:41:58:630',784,18.582287,-3.472524,0.239234,608.978333,4.994642,5.970644,123.516754,-14.150428,0.385521,19.59107,-3.446546,0.187663,8.71241,-0.672251,0.00989,41
746,'2020/10/15 21:41:59:227',785,21.509813,-3.632225,0.214096,1000.522705,73.234856,-4.731868,51.032345,-6.880393,0.402842,7.066358,-0.828921,0.048728,5.47749,-0.532427,0.031717,42
747,'2020/10/15 21:42:00:028',786,15.418325,-1.449906,0.070616,947.877747,41.690342,-2.187098,71.064323,-6.732207,0.344384,6.971569,-0.369125,0.016794,6.699652,-0.452374,0.021298,43
748,'2020/10/15 21:42:00:635',787,13.480191,-0.878227,-0.000512,649.489502,148.388123,-10.018401,67.913589,-6.36041,0.278945,6.584163,-0.804923,0.06187,6.22684,-0.447516,0.021383,44
749,'2020/10/15 21:42:01:179',788,11.59876,0.455439,-0.161606,925.747253,-50.782475,7.173512,76.124947,-7.095613,0.079322,6.812769,-0.191535,-0.007275,6.72081,-0.359316,-0.003188,1
750,'2020/10/15 21:42:01:862',789,10.357488,-0.57369,0.073057,2460.418213,-345.260864,30.612112,3.862131,2.327108,-0.174597,4.572616,0.569343,-0.051846,1.282353,0.339157,-0.027908,2
751,'2020/10/15 21:42:02:384',790,20.611176,2.071151,-0.270653,4186.678223,-275.99176,28.849756,2.283926,0.244359,-0.023608,2.697532,1.079693,-0.147996,0.365283,0.122576,-0.011711,3
752,'2020/10/15 21:42:03:281',791,3.937854,1.015203,-0.006975,2291.29248,-13.111168,5.184164,4.504475,0.543356,-0.03195,5.126114,-0.145647,0.002516,1.053824,0.083776,-0.006028,4
753,'2020/10/15 21:42:03:824',792,17.454241,2.356213,-0.362593,4254.3125,66.156441,-8.28566,2.0353,-0.012276,0.003532,1.356959,1.51539,-0.161524,0.087241,0.003096,-0.000662,5
754,'2020/10/15 21:42:04:785',793,10.661422,0.133363,0.002376,2053.508545,287.693146,-3.250048,4.017041,-0.000074,-0.002219,4.253267,-0.193426,0.006125,1.471699,-0.160421,0.001859,6
755,'2020/10/15 21:42:05:787',794,12.535906,-0.241677,0.024412,8225.723633,-455.304596,11.033414,2.702002,0.131676,-0.004143,2.55435,0.08459,-0.001508,-2.156876,0.304929,-0.007243,7
756,'2020/10/15 21:42:06:341',795,18.67831,1.748097,-0.371903,3141.597168,483.887146,-65.650375,4.892044,-0.955516,0.121607,3.761251,-0.41331,0.044441,1.277596,-0.227248,0.029185,8
757,'2020/10/15 21:42:06:875',796,3.858795,4.564851,-0.467776,2307.135498,-103.298088,-5.367995,5.250025,-0.21948,0.307484,5.974883,-0.050159,-0.030611,1.289606,0.088093,0.022307,9
758,'2020/10/15 21:42:07:397',797,-6.736629,10.692063,-1.044321,1488.01355,239.522995,-35.497978,14.305252,-5.606994,0.864,1.908036,1.554223,-0.156594,2.125841,-0.33903,0.062333,10
759,'2020/10/15 21:42:08:208',798,7.679611,-0.01152,0.021444,1398.139038,-81.457504,3.970943,12.78278,2.144008,-0.126893,4.867079,0.110624,-0.000931,2.344762,0.256589,-0.0139,11
760,'2020/10/15 21:42:08:677',799,15.752913,-0.077891,-0.029975,1347.151123,-19.886553,0.786053,7.232139,0.413839,-0.030964,6.323511,0.3716,-0.060024,2.136613,0.021266,0.00074,12
761,'2020/10/15 21:42:09:563',800,5.050849,0.255692,0.013693,1659.947998,-76.437729,3.626587,9.379622,1.105585,-0.06125,3.538299,0.125461,0.000657,2.232766,0.120956,-0.007005,13
762,'2020/10/15 21:42:10:118',801,13.740431,2.364048,-0.379446,1832.837769,-159.609467,32.198502,5.843636,-0.090423,-0.016311,6.175419,0.4567,-0.083682,1.546151,0.127086,-0.024292,14
763,'2020/10/15 21:42:10:982',802,15.299644,-0.955359,0.049696,5595.015625,-697.368896,27.477541,-5.884099,3.954738,-0.172238,2.101503,0.382143,-0.008763,-1.016635,0.664857,-0.028624,15
764,'2020/10/15 21:42:11:900',803,15.963943,-0.73293,0.040631,4819.883789,-304.910156,9.043661,0.268229,0.525828,-0.017247,6.349477,-0.167494,0.007772,-0.660628,0.236279,-0.007068,16
765,'2020/10/15 21:42:12:389',804,18.523636,0.15507,-0.089836,2330.167969,176.174454,-26.998213,4.105132,-0.348483,0.039983,4.2461,1.20444,-0.148386,1.358648,-0.163092,0.020073,17
766,'2020/10/15 21:42:13:190',805,2.811258,0.758142,-0.013689,1239.213623,-26.076757,-0.129253,11.55426,1.865284,-0.040252,2.909117,0.200821,0.000478,2.68931,0.140832,-0.002109,18
767,'2020/10/15 21:42:14:011',806,12.600209,-1.072261,0.052938,671.912781,40.993248,-2.034183,36.250729,-1.900468,0.108171,7.388494,-0.55283,0.026601,4.931115,-0.185809,0.00975,19
768,'2020/10/15 21:42:14:886',807,11.101665,-0.580579,0.030793,580.130249,31.934971,-1.125156,48.136448,-2.656965,0.100463,3.352582,0.720134,-0.023036,5.633266,-0.198387,0.007109,20
769,'2020/10/15 21:42:15:632',808,13.700886,-1.291886,0.072853,651.850708,29.183308,-0.868415,37.388115,-0.255373,0.033728,7.734517,-0.553042,0.027843,4.827046,-0.054631,0.002739,21
770,'2020/10/15 21:42:16:433',809,12.286324,-0.895279,0.049483,565.708252,67.328568,-1.746689,55.025219,-4.106026,0.087746,6.939202,-0.419687,0.022543,5.722791,-0.265586,0.004399,22
771,'2020/10/15 21:42:17:030',810,12.818228,-0.939433,0.009423,865.888428,26.810429,-2.262092,18.571981,-2.07103,0.219881,7.520422,-0.233709,-0.008866,3.225405,-0.118166,0.014514,23
772,'2020/10/15 21:42:17:605',811,-0.285662,4.43506,-0.418686,709.146179,-132.78273,23.510937,22.812082,17.08143,-2.013963,6.316843,0.387118,-0.083724,4.495843,0.772812,-0.112119,24
773,'2020/10/15 21:42:18:288',812,8.127071,0.055828,0.003968,1165.176025,-24.395735,3.753733,8.602482,1.294232,-0.093662,8.268354,-0.721025,0.034062,2.355516,0.065748,-0.006599,25
774,'2020/10/15 21:42:19:120',813,14.009783,-0.877524,0.034283,1170.233154,-2.52207,-0.086921,20.300821,-0.415792,0.025652,6.449301,-0.349688,0.020223,3.247457,-0.054826,0.002716,26
775,'2020/10/15 21:42:19:878',814,9.978883,-0.923664,0.058717,1137.758545,-7.151209,-0.631471,28.283876,-0.895267,0.0532,5.581844,-0.193824,0.012192,3.721707,-0.033869,0.001968,27
776,'2020/10/15 21:42:20:763',815,11.48221,-0.52594,0.032052,537.956421,112.908882,-3.778325,45.136944,-3.999985,0.166151,7.209304,-0.323422,0.014605,4.898912,-0.313079,0.012985,28
777,'2020/10/15 21:42:21:616',816,7.581218,0.125563,0.004318,832.892822,25.681381,-1.22691,71.410873,-4.020091,0.118738,5.940763,-0.171103,0.010168,6.320862,-0.237993,0.007247,29
778,'2020/10/15 21:42:22:438',817,5.743094,0.415163,-0.007259,198.802078,138.548035,-4.5185,62.966213,-5.434547,0.152842,7.499387,-0.417862,0.019346,6.143506,-0.377566,0.010427,30
779,'2020/10/15 21:42:23:259',818,4.214501,0.373302,0.004644,908.91925,31.255527,-0.618325,4.631192,2.963932,-0.077279,6.626867,-0.141494,0.006016,2.341677,0.159433,-0.003909,31
780,'2020/10/15 21:42:24:048',819,11.852418,-1.185804,0.060853,1153.038696,-42.24461,1.219349,2.89206,5.79499,-0.165435,5.559073,-0.151724,0.010889,2.154324,0.355575,-0.010611,32
781,'2020/10/15 21:42:24:603',820,8.880094,0.510801,-0.127779,1425.015991,-248.73175,24.979097,5.432864,7.181623,-0.755628,7.872469,-0.638087,0.022131,1.44982,0.931277,-0.097616,33
782,'2020/10/15 21:42:25:381',821,17.77486,-1.553913,0.076243,1460.945801,2.286493,-0.506881,9.942804,-0.19966,0.015704,7.582503,-0.488702,0.025393,2.271912,-0.041179,0.002029,34
783,'2020/10/15 21:42:25:925',822,8.886256,0.870095,-0.171013,1653.824341,-179.81778,17.979918,7.361219,1.523665,-0.163218,4.551844,1.347446,-0.182131,1.630548,0.277119,-0.028458,35
784,'2020/10/15 21:42:26:662',823,12.916348,-0.764559,0.053386,919.437561,12.001115,2.047657,24.050827,0.237901,-0.084183,6.056371,0.040785,-0.004136,3.467336,0.054367,-0.011318,36
785,'2020/10/15 21:42:27:237',824,9.919899,0.556398,-0.118799,1687.693115,-220.101395,16.374237,0.762871,5.221432,-0.378325,4.894278,0.616677,-0.071458,0.876851,0.603072,-0.043121,37
786,'2020/10/15 21:42:27:781',825,16.712051,0.323133,-0.19786,1591.812866,-217.84726,22.317455,3.633623,8.486714,-0.868628,0.788266,2.141339,-0.194494,1.487033,0.892158,-0.093249,38
787,'2020/10/15 21:42:28:496',826,18.301647,-1.918733,0.099576,1441.561035,-77.546906,3.359435,14.161108,2.280762,-0.082136,5.760825,-0.223003,0.018864,2.57615,0.198498,-0.007655,39
788,'2020/10/15 21:42:29:253',827,16.437372,-1.678864,0.083456,875.402161,28.524178,-1.946974,43.608711,-3.971082,0.291919,15.583361,-2.442261,0.112007,4.738348,-0.240184,0.016584,40
789,'2020/10/15 21:42:29:850',828,13.876077,-1.252685,0.043885,981.153198,-166.429001,19.297649,105.8451,-9.299172,0.069076,26.321524,-5.80822,0.346925,7.428112,-0.222239,-0.023284,41
790,'2020/10/15 21:42:30:447',829,21.434584,-3.460938,0.202124,792.725586,195.038467,-12.345366,44.464401,-5.29203,0.346622,9.998152,-1.473896,0.083538,5.217408,-0.524634,0.034409,42
791,'2020/10/15 21:42:31:248',830,14.420265,-1.235953,0.062029,998.848206,37.73394,-2.13404,57.773399,-4.799767,0.27926,6.295794,-0.362373,0.019445,5.905179,-0.360042,0.018726,43
792,'2020/10/15 21:42:31:856',831,14.862977,-1.939465,0.100995,724.025208,127.720375,-8.787805,60.818237,-5.144979,0.161765,6.210622,-0.697605,0.040646,5.84963,-0.393868,0.01638,44
793,'2020/10/15 21:42:32:400',832,11.177209,1.024932,-0.209471,873.06427,-36.328655,7.121925,69.387993,-1.720426,-0.444715,5.69166,0.474902,-0.078775,6.620199,-0.14485,-0.027716,1
794,'2020/10/15 21:42:33:082',833,13.616102,-1.464363,0.129778,2182.398193,-192.910172,20.873411,5.654567,1.334285,-0.10899,4.880432,0.023856,-0.008128,1.566437,0.179965,-0.017541,2
795,'2020/10/15 21:42:33:605',834,16.641941,5.443808,-0.776014,4329.867676,-414.649414,43.195408,2.421153,0.24308,-0.018954,4.884477,-0.826345,0.105111,0.258259,0.249162,-0.026821,3
796,'2020/10/15 21:42:34:501',835,4.871999,1.089236,-0.013612,2046.969604,62.662949,2.022772,5.813885,-0.008673,-0.007959,7.12774,-0.723786,0.031897,1.322373,-0.000527,-0.002557,4
797,'2020/10/15 21:42:35:045',836,16.889036,2.971298,-0.469091,3888.858887,285.021149,-32.600418,2.451267,-0.311337,0.042766,2.715615,0.158782,-0.003813,0.340082,-0.155103,0.018029,5
798,'2020/10/15 21:42:36:005',837,13.348912,-0.241662,0.014283,2157.575439,310.685699,-4.21373,4.753827,-0.104004,0.001068,3.348622,-0.045154,0.001927,1.833218,-0.235053,0.004415,6
799,'2020/10/15 21:42:37:008',838,13.830243,-0.443781,0.029648,8431.761719,-477.760132,11.558887,3.159676,0.086644,-0.00301,2.260654,0.163818,-0.003939,-2.306953,0.337992,-0.008284,7
800,'2020/10/15 21:42:37:562',839,18.607643,1.48415,-0.301154,3551.994385,289.243652,-47.019306,4.47474,-0.892186,0.124908,3.474044,-0.045129,-0.002958,0.997993,-0.151352,0.025305,8
801,'2020/10/15 21:42:38:096',840,10.174471,2.564667,-0.345365,2594.822021,-327.381805,20.501884,-2.537368,5.973504,-0.4773,2.317367,1.163829,-0.109492,0.506142,0.723343,-0.056163,9
802,'2020/10/15 21:42:38:618',841,-0.365483,8.890313,-0.976547,2341.284424,-175.983566,6.859014,1.354406,3.10782,-0.184379,4.007816,0.440808,-0.044236,1.068419,0.368117,-0.021456,10
803,'2020/10/15 21:42:39:429',842,9.856982,-0.301135,0.03319,1701.770996,-157.647385,7.100279,5.865036,3.661554,-0.186448,2.937603,0.443981,-0.01293,1.489701,0.453567,-0.021798,11
804,'2020/10/15 21:42:39:899',843,16.833124,-0.615511,0.014382,1470.535522,-123.65863,21.393391,6.848135,0.663513,-0.115237,6.621007,0.041889,-0.007513,1.904237,0.219167,-0.036454,12
805,'2020/10/15 21:42:40:784',844,6.404252,-0.012116,0.023004,1697.268433,-80.946007,3.690742,8.240548,1.114455,-0.058473,2.652278,0.15705,-0.000006,2.016282,0.154081,-0.007991,13
806,'2020/10/15 21:42:41:339',845,12.563129,2.845947,-0.406657,2209.242676,-182.560242,23.174145,4.271907,0.326681,-0.038877,6.006683,0.569547,-0.096966,1.205831,0.123766,-0.014877,14
807,'2020/10/15 21:42:42:202',846,13.260885,-0.681721,0.038899,5809.563477,-778.865051,32.141373,-3.381467,3.320217,-0.149319,5.228367,-0.152808,0.010591,-0.908823,0.671545,-0.03002,15
808,'2020/10/15 21:42:43:120',847,17.108391,-1.05892,0.054439,4685.294434,-309.001526,9.204292,-0.168363,0.645848,-0.021374,7.036539,-0.307075,0.013274,-0.701359,0.253022,-0.00759,16
809,'2020/10/15 21:42:43:610',848,18.653679,-0.421743,-0.006157,2571.577881,110.927284,-15.650022,3.383472,0.139195,-0.021489,7.384243,-0.731807,0.083443,1.014679,0.040099,-0.005958,17
810,'2020/10/15 21:42:44:410',849,3.707025,0.715079,-0.014804,1872.900879,-159.677277,5.282166,4.108075,4.289336,-0.154179,2.354399,0.337774,-0.00565,1.618748,0.421522,-0.014428,18
811,'2020/10/15 21:42:45:231',850,13.426101,-1.378933,0.070105,828.827393,-11.914905,0.241361,29.575031,-0.032784,0.03611,6.82867,-0.418759,0.021511,4.249506,0.012016,0.001783,19
812,'2020/10/15 21:42:46:106',851,12.376485,-0.798072,0.038584,487.856964,75.519257,-2.978448,53.62056,-4.765506,0.190199,7.33974,-0.411714,0.019733,6.168951,-0.400275,0.015573,20
813,'2020/10/15 21:42:46:853',852,15.664269,-2.039478,0.118022,488.804321,92.934509,-4.366224,39.012234,-1.251468,0.105674,7.828166,-0.511008,0.026458,5.130817,-0.177241,0.010566,21
814,'2020/10/15 21:42:47:653',853,12.722677,-1.083714,0.060694,635.841492,85.646515,-2.821461,51.695686,-4.20364,0.099975,7.318038,-0.573175,0.029848,5.503673,-0.301561,0.006638,22
815,'2020/10/15 21:42:48:250',854,11.858685,-0.025952,-0.090226,645.922546,155.255264,-12.020305,17.616383,-2.05305,0.200906,7.228102,-0.305953,0.003491,3.444518,-0.266714,0.02362,23
816,'2020/10/15 21:42:48:826',855,0.521709,3.850432,-0.350993,731.229187,-91.011353,12.768359,39.568878,8.831389,-1.2,7.524766,-0.408928,0.010662,4.926569,0.448543,-0.072696,24
817,'2020/10/15 21:42:49:509',856,9.382039,-0.473045,0.035052,1017.137085,41.575562,-0.120166,10.640567,0.323993,-0.033857,7.858812,-0.593588,0.026641,2.637178,-0.051784,0.000516,25
818,'2020/10/15 21:42:50:340',857,14.255285,-0.976553,0.041441,1309.983398,-0.94282,-0.654094,18.257811,-0.062343,0.006259,6.208516,-0.409148,0.023543,3.096545,-0.056407,0.002968,26
819,'2020/10/15 21:42:51:098',858,10.522145,-1.030521,0.062934,1026.397339,52.436245,-3.734614,22,0.552326,-0.012005,7.165689,-0.546898,0.029862,3.384283,0.014218,0.000179,27
820,'2020/10/15 21:42:51:983',859,9.541129,0.011623,0.00841,523.509644,98.874153,-3.045765,51.625015,-4.267584,0.165891,5.692142,-0.130019,0.007978,5.201507,-0.292464,0.011381,28
821,'2020/10/15 21:42:52:837',860,6.903653,0.303183,-0.001375,808.25238,30.290796,-1.401969,71.424294,-3.167651,0.07579,6.487992,-0.335388,0.017058,6.319098,-0.204727,0.005615,29
822,'2020/10/15 21:42:53:658',861,5.618723,0.312212,-0.000074,218.281357,185.687881,-7.07459,52.848804,-4.358876,0.127238,7.629696,-0.465736,0.01997,5.613046,-0.349679,0.010586,30
823,'2020/10/15 21:42:54:489',862,5.224791,0.070725,0.018571,877.12561,42.697372,-1.2234,7.620882,2.013546,-0.03157,7.304549,-0.416861,0.019624,2.546763,0.095695,-0.000778,31
824,'2020/10/15 21:42:55:279',863,12.320911,-1.309143,0.065249,1287.57251,-40.301876,0.748375,3.106987,4.204302,-0.081314,8.364036,-0.807867,0.038357,2.008885,0.261172,-0.004868,32
825,'2020/10/15 21:42:55:833',864,11.067061,-0.545319,-0.022405,1182.896362,-130.407425,12.630702,12.636319,3.218648,-0.273067,7.131286,-0.357185,0.018793,2.519789,0.339193,-0.030332,33
826,'2020/10/15 21:42:56:613',865,19.062298,-1.600016,0.068925,1575.323364,-52.364071,2.56776,7.367639,0.875075,-0.04066,9.011003,-0.872793,0.041608,1.953585,0.098719,-0.005407,34
827,'2020/10/15 21:42:57:156',866,9.585369,0.374823,-0.131023,1400.261353,-51.943588,5.607561,11.24376,-0.802714,0.096935,6.595016,-0.230734,-0.007571,2.178475,-0.019425,0.003934,35
828,'2020/10/15 21:42:57:893',867,13.288722,-0.619397,0.040323,1348.530762,-91.729492,5.897253,9.706565,3.545315,-0.222945,5.178098,-0.2358,0.017234,2.25705,0.303347,-0.020565,36
829,'2020/10/15 21:42:58:468',868,11.489779,-0.788641,0.008246,1676.856445,-233.417282,18.526062,-0.853871,6.338085,-0.472496,6.280891,-0.325081,0.029596,0.774961,0.659788,-0.047639,37
830,'2020/10/15 21:42:59:012',869,14.737082,1.430721,-0.286351,1647.06958,-223.511047,22.378563,2.093223,8.592649,-0.848816,7.00864,-1.459699,0.229247,1.331636,0.891913,-0.089399,38
831,'2020/10/15 21:42:59:727',870,16.151884,-1.580802,0.085934,1496.006836,-71.130974,2.483497,12.811159,1.552333,-0.019373,7.875243,-0.641759,0.033089,2.356382,0.163976,-0.003771,39
832,'2020/10/15 21:43:00:484',871,15.783579,-1.592191,0.078378,918.204285,26.388617,-1.999645,47.328625,-6.453633,0.475417,10.531504,-1.340649,0.065061,4.715582,-0.323598,0.023963,40
833,'2020/10/15 21:43:01:082',872,16.384047,-2.836973,0.190146,775.879395,-50.562569,10.443028,83.657593,-5.613249,-0.084621,10.382915,-0.386946,-0.024895,6.774442,-0.197735,-0.019739,41
834,'2020/10/15 21:43:01:679',873,20.023029,-2.077831,0.059715,1257.175415,-10.2091,2.846287,25.225206,2.986245,-0.365484,6.820073,-0.401785,0.003482,3.298607,0.278868,-0.031625,42
835,'2020/10/15 21:43:02:490',874,15.014624,-1.302166,0.063422,1020.551575,26.098391,-1.46207,53.877628,-3.605453,0.210897,6.517488,-0.300523,0.015232,5.801568,-0.288717,0.014402,43
836,'2020/10/15 21:43:03:097',875,13.381318,-1.033002,0.016394,877.653381,66.303719,-4.835493,56.552299,-3.531444,0.09325,5.675418,-0.454308,0.036623,5.419847,-0.218838,0.00695,44
837,'2020/10/15 21:43:03:652',876,11.970279,0.589685,-0.178989,858.71814,-41.212955,10.442891,79.655434,-6.777968,-0.071414,4.236481,1.139834,-0.131188,6.99878,-0.333767,-0.018606,1
838,'2020/10/15 21:43:04:325',877,10.448503,-0.579035,0.074919,2743.374512,-418.100769,34.422153,1.86723,2.78175,-0.196936,4.140723,-0.160195,0.01292,0.902506,0.442746,-0.033258,2
839,'2020/10/15 21:43:04:847',878,21.647856,1.241186,-0.173621,4030.788574,-165.122177,14.960923,2.495641,0.121098,-0.00894,3.933424,0.084611,-0.024899,0.462232,0.077716,-0.006388,3
